origin,pct_not_fast_lcp,name
https://www.cftc.gov,0.056000000000000015,phone
https://blast.ncbi.nlm.nih.gov,0.059900000000000522,desktop
https://os1.cc.nih.gov,0.075199999999999975,
https://www.forestsandrangelands.gov,0.062499999999999965,desktop
https://www.usanato.army.mil,0.19079999999999969,phone
https://nrt3.modaps.eosdis.nasa.gov,0.30670000000000336,desktop
https://bg.usembassy.gov,0.09179999999999984,desktop
https://epublication.fda.gov,0.38989999999999986,
https://fsawebenroll.ed.gov,0.056699999999999917,desktop
https://www.bia.gov,0.0011000000000000035,tablet
https://wtt-pro.nist.gov,0.26860000000000023,desktop
https://robotics.jpl.nasa.gov,0.09110000000000007,
https://www.markey.senate.gov,0.029399999999999833,desktop
https://www.sandia.gov,0.15410000000000132,phone
https://www.goodfellow.af.mil,0.043399999999999571,desktop
https://lamalfa.house.gov,0.16439999999999966,phone
https://www.fsc.va.gov,0.14570000000000033,phone
https://www.safia.hq.af.mil,0.11550000000000085,desktop
https://www.stopfakes.gov,0.24359999999999979,phone
https://www.identitytheft.gov,0.11880000000000171,desktop
https://new.nsf.gov,0.064100000000000421,phone
https://elibraryusa.state.gov,0.13080000000000061,phone
https://www.space.commerce.gov,0.061500000000000443,desktop
https://ustr.gov,0.045800000000000014,desktop
https://www.fisc.uscourts.gov,0.10040000000000053,
https://informationtechnology.usajobs.gov,0.0050999999999999709,phone
https://www.gdscc.nasa.gov,0.19540000000000018,
https://inciweb.wildfire.gov,0.20290000000000369,phone
https://www.5af.pacaf.af.mil,0.250099999999998,phone
https://www.fedcenter.gov,0.077499999999999833,phone
https://iprs.cbp.gov,0.46840000000000021,phone
https://www.visn9.va.gov,0.40670000000000034,
https://martin.tricare.mil,0.016100000000000052,desktop
https://findtbresources.cdc.gov,0.16979999999999931,phone
https://gain.inl.gov,0.074500000000000677,
https://www.ready.gov,0.0037999999999999861,tablet
https://adviserinfo.sec.gov,0.086300000000000349,phone
https://william-beaumont.tricare.mil,0.0779000000000006,phone
https://www.innd.uscourts.gov,0.033200000000000611,phone
https://meng.house.gov,0.053200000000000094,phone
https://www.commondataelements.ninds.nih.gov,0.10650000000000072,phone
https://usamriid.health.mil,0.056499999999999939,phone
https://blogs.cdc.gov,0.10790000000000079,phone
https://legacy.rma.usda.gov,0.020499999999999973,desktop
https://buildings.lbl.gov,0.059099999999999722,phone
https://www.dnfsb.gov,0.016099999999999996,desktop
https://carbajal.house.gov,0.017599999999999928,desktop
https://usda.usajobs.gov,0.020299999999999877,desktop
https://eta.lbl.gov,0.11200000000000077,desktop
https://bm.usconsulate.gov,0.17679999999999921,phone
https://science.larc.nasa.gov,0.20859999999999992,phone
https://www.recalls.gov,0.000800000000000003,tablet
https://awt.cbp.gov,0.17960000000000248,phone
https://covid19.nih.gov,0.12700000000000106,phone
https://www.552acw.acc.af.mil,0.23829999999999982,
https://intelligencecareers.usajobs.gov,0.015700000000000013,phone
https://www.connect.gov,0.0852000000000002,desktop
https://mhs-europe.tricare.mil,0.13899999999999865,phone
https://allofus.nih.gov,0.065500000000000058,desktop
https://www.regulations.doe.gov,0.021999999999999985,phone
https://gsasolutionssecure.gsa.gov,0.012699999999999975,desktop
https://daflearning.af.mil,0.22950000000000115,desktop
https://pumas.nasa.gov,0.35840000000000005,phone
https://answers.usgs.gov,0.13590000000000008,phone
https://www.casd.uscourts.gov,0.068500000000000463,desktop
https://www.177fw.ang.af.mil,0.072599999999999984,desktop
https://inwg.cap.gov,0.06280000000000005,desktop
https://portal.census.gov,0.9091999999999778,desktop
https://wexton.house.gov,0.048200000000000492,phone
https://e-safe.cbp.dhs.gov,0.15410000000000001,desktop
https://armi.usgs.gov,0.22640000000000005,desktop
https://www.med.uscourts.gov,0.0524000000000001,phone
https://www.tneb.uscourts.gov,0.032299999999999975,phone
https://www.dtra.mil,0.059799999999999846,phone
https://www.mcc.gov,0.2916999999999948,phone
https://www.med.uscourts.gov,0.036100000000000222,desktop
https://www.opm.gov,0.024299999999999988,desktop
https://delbene.house.gov,0.026500000000000006,phone
https://gulflink.health.mil,0.0445999999999998,phone
https://ai.gov,0.030199999999999737,phone
https://mdwg.cap.gov,0.0689000000000001,phone
https://chemview.epa.gov,0.26509999999999889,desktop
https://open.gsa.gov,0.020600000000000108,desktop
https://www.afinspectorgeneral.af.mil,0.058199999999999787,desktop
https://meps.ahrq.gov,0.016699999999999965,desktop
https://seqdata.uspto.gov,0.059399999999999689,
https://www.spaceforce.mil,0.0042000000000000162,tablet
https://iafdb.travel.state.gov,0.0023999999999999924,phone
https://app.atf.gov,0.11170000000000163,desktop
https://spdf.gsfc.nasa.gov,0.026000000000000061,desktop
https://weber.house.gov,0.10039999999999942,phone
https://www.dietaryguidelines.gov,0.0026999999999999932,tablet
https://www.dma.mil,0.068500000000000477,desktop
https://www.9thmcd.marines.mil,0.167699999999999,phone
https://www.trumplibrary.gov,0.014500000000000087,desktop
https://www.visn8.va.gov,0.30830000000000168,phone
https://www.performance.gov,0.073600000000000554,desktop
https://nssdc.gsfc.nasa.gov,0.047600000000000052,desktop
https://lehd.ces.census.gov,0.078800000000000453,desktop
https://cdernextgenportal.fda.gov,0.439400000000001,desktop
https://ejcc.acl.gov,0.12080000000000003,
https://www.niaaa.nih.gov,0.031299999999999863,desktop
https://www.usace.army.mil,0.0026999999999999932,tablet
https://www.hanford.gov,0.054099999999999919,phone
https://www.emergency.cdc.gov,0.086600000000000024,phone
https://ask.gpo.gov,0.30990000000000228,desktop
https://www.murphy.senate.gov,0.0567999999999998,desktop
https://ejscreen.epa.gov,0.24370000000000214,desktop
https://www.txwp.uscourts.gov,0.012400000000000001,desktop
https://aspe.hhs.gov,0.034500000000000162,desktop
https://directives.sc.egov.usda.gov,0.20599999999999946,desktop
https://usicecenter.gov,0.045399999999999996,desktop
https://lincs.ed.gov,0.070400000000000643,phone
https://www.kadena.af.mil,0.16170000000000054,phone
https://nsrdb.nrel.gov,0.043299999999999471,phone
https://energycommerce.house.gov,0.047199999999999964,desktop
https://www.wied.uscourts.gov,0.053299999999999952,phone
https://www.archives.gov,0.061700000000000116,phone
https://dab.efile.hhs.gov,0.079500000000000431,desktop
https://www.democrats.senate.gov,0.005400000000000002,tablet
https://reclamationcareers.usajobs.gov,0.010100000000000003,desktop
https://bobbyscott.house.gov,0.17829999999999926,desktop
https://www.pay.gov,0.066100000000000173,desktop
https://mbrweb.ferc.gov,0.38599999999999873,desktop
https://dlnseo.org,0.11909999999999997,
https://www.ospo.noaa.gov,0.13670000000000118,phone
https://ameriflux.lbl.gov,0.024599999999999931,phone
https://efile.dol.gov,0.020600000000000087,phone
https://www.choose.va.gov,0.0072999999999999879,tablet
https://climatesciences.jpl.nasa.gov,0.12540000000000012,
https://clintonwhitehouse5.archives.gov,0.063800000000000329,phone
https://www.117arw.ang.af.mil,0.053200000000000004,desktop
https://orwg.cap.gov,0.084299999999999722,phone
https://fletcher.house.gov,0.034799999999999845,phone
https://cowg.cap.gov,0.093500000000000166,phone
https://www.flnd.uscourts.gov,0.083400000000003111,phone
https://www.c6f.navy.mil,0.22380000000000244,phone
https://climatekids.nasa.gov,0.0622000000000001,phone
https://www.servicesonline.opm.gov,0.0020000000000000013,tablet
https://rarediseases.info.nih.gov,0.0043000000000000147,tablet
https://vetrecs.archives.gov,0.17390000000000094,phone
https://flowsmapper.geo.census.gov,0.56169999999999942,desktop
https://news.nnlm.gov,0.14610000000000026,phone
https://www.visn12.va.gov,0.26169999999999688,phone
https://cloud.gov,0.024999999999999994,phone
https://www.hib.uscourts.gov,0.059799999999999978,phone
https://www.banknet.gov,0.19329999999999972,desktop
https://phil.cdc.gov,0.0053000000000000234,tablet
https://atlantic.navfac.navy.mil,0.08419999999999965,desktop
https://aeronet.gsfc.nasa.gov,0.012899999999999901,phone
https://cnrsw.cnic.navy.mil,0.087900000000000353,phone
https://info.nicic.gov,0.090699999999999059,desktop
https://icor.eoir.justice.gov,0.029000000000000029,desktop
https://usvi.nsopw.gov,0.077100000000000959,
https://mast.house.gov,0.077500000000000735,phone
https://epics.anl.gov,0.010700000000000074,desktop
https://www.pamd.uscourts.gov,0.033199999999999966,phone
https://www.usich.gov,0.098000000000000878,phone
https://www.icams-portal.gov,0.046400000000000018,phone
https://csrc.nist.gov,0.074000000000000107,phone
https://psa.gov,0.55670000000000308,phone
https://www.ibwc.gov,0.1023999999999998,phone
https://respondentaccess.eoir.justice.gov,0.0086999999999999057,desktop
https://alerts.weather.gov,0.002900000000000002,tablet
https://colorusage.arc.nasa.gov,0.031300000000000043,desktop
https://www.laed.uscourts.gov,0.025599999999999897,desktop
https://catalog.fdic.gov,0.2961000000000012,phone
https://mechanical.usajobs.gov,0.0089000000000000086,desktop
https://nist.time.gov,0.021200000000000139,phone
https://pe.usps.com,0.021799999999999906,phone
https://www.lawenforcement.marines.mil,0.16089999999999674,phone
https://alcoholtreatment.niaaa.nih.gov,0.034799999999999769,desktop
https://jarvis.nist.gov,0.52369999999999872,desktop
https://www.usff.navy.mil,0.0792999999999996,desktop
https://gsasolutionssecure.gsa.gov,0.18030000000000046,phone
https://bassett-wainwright.tricare.mil,0.043599999999999972,desktop
https://scientificdiscoveries.ars.usda.gov,0.052300000000000083,desktop
https://meshb.nlm.nih.gov,0.13760000000000006,desktop
https://www.epaoig.gov,0.11000000000000072,phone
https://www.172aw.ang.af.mil,0.12580000000000033,
https://norcross.house.gov,0.012299999999999969,desktop
https://courtney.house.gov,0.15430000000000152,desktop
https://www.fcsm.gov,0.2283000000000005,phone
https://bedes.lbl.gov,0.1034,
https://learn.nlm.nih.gov,0.11799999999999998,phone
https://heal.nih.gov,0.048100000000000045,desktop
https://www.secretservice.gov,0.04210000000000029,desktop
https://scheduler.ors.od.nih.gov,0.024499999999999945,desktop
https://www.deaecom.gov,0.0010000000000000009,phone
https://faa.usajobs.gov,0.010600000000000023,desktop
https://testbed.aviationweather.gov,0.1190999999999996,desktop
https://stauber.house.gov,0.10299999999999992,phone
https://www.peostri.army.mil,0.25780000000000286,desktop
https://cao.house.gov,0.061600000000000141,phone
https://www.fcc.gov,0.041300000000000787,desktop
https://ai.usajobs.gov,0.021500000000000057,phone
https://blogs.anl.gov,0.030199999999999973,desktop
https://images.nasa.gov,0.020700000000000413,tablet
https://www.acf.hhs.gov,0.063000000000000486,desktop
https://poisonhelp.hrsa.gov,0.31209999999999988,phone
https://www.nibib.nih.gov,0.07470000000000053,desktop
https://exclusions.oig.hhs.gov,0.031200000000000113,desktop
https://primis.phmsa.dot.gov,0.026000000000000054,desktop
https://de.usembassy.gov,0.0086999999999999838,tablet
https://tips.oig.hhs.gov,0.032399999999999943,desktop
https://alsusweb.lbl.gov,0.0939000000000003,desktop
https://www.netc.navy.mil,0.0733000000000006,phone
https://www.rd.usda.gov,0.024199999999999881,desktop
https://www.jbei.org,0.17039999999999988,desktop
https://blogs.nasa.gov,0.053199999999999685,phone
https://www.grants.gov,0.0017000000000000038,tablet
https://www.dla.mil,0.083000000000000726,phone
https://www.188wg.ang.af.mil,0.075499999999999651,desktop
https://soldiersolutions.swf.army.mil,0.46930000000000077,
https://www.mcasfutenma.marines.mil,0.27650000000000086,phone
https://scrc.gov,0.050000000000000031,
https://hts.usitc.gov,0.015199999999999962,phone
https://www.eisenhowerlibrary.gov,0.0023999999999999924,tablet
https://www.safia.hq.af.mil,0.12910000000000027,phone
https://www.in.gov,0.019500000000000003,desktop
https://datatools.ahrq.gov,0.28069999999999773,desktop
https://www.mepcom.army.mil,0.12359999999999953,phone
https://map.lbl.gov,0.41860000000000069,desktop
https://omniweb.gsfc.nasa.gov,0.0065000000000000014,phone
https://babin.house.gov,0.033899999999999854,desktop
https://ops.fhwa.dot.gov,0.057899999999999847,phone
https://www.usbg.gov,0.22390000000000146,phone
https://www.nellis.af.mil,0.0057000000000000054,tablet
https://cdlis.dot.gov,0.11040000000000007,desktop
https://mm.usembassy.gov,0.21310000000000207,desktop
https://carbon.nasa.gov,0.19100000000000053,desktop
https://mms.gsfc.nasa.gov,0.10999999999999989,
https://portal.imaging.datacommons.cancer.gov,0.51859999999999828,desktop
https://www.peacecorps.gov,0.13130000000000103,phone
https://www.mymoney.gov,0.1239000000000018,phone
https://www.nvmc.uscg.gov,0.36540000000000178,
