url,experimental_time_to_first_byte_p75,experimental_time_to_first_byte_good_density,experimental_time_to_first_byte_needs_improvement_density,experimental_time_to_first_byte_poor_density,first_contentful_paint_p75,first_contentful_paint_good_density,first_contentful_paint_needs_improvement_density,first_contentful_paint_poor_density,largest_contentful_paint_p75,largest_contentful_paint_good_density,largest_contentful_paint_needs_improvement_density,largest_contentful_paint_poor_density,cumulative_layout_shift_p75,cumulative_layout_shift_good_density,cumulative_layout_shift_needs_improvement_density,cumulative_layout_shift_poor_density,interaction_to_next_paint_p75,interaction_to_next_paint_good_density,interaction_to_next_paint_needs_improvement_density,interaction_to_next_paint_poor_density
https://www.nps.gov/wica/planyourvisit/basicinfo.htm,282,0.9795,0.0167,0.0038,766,0.968,0.0281,0.0039,829,0.9978,0.0022,0,0.17,0.6364,0.3202,0.0434,81,0.9824,0.0176,0
https://www.nps.gov/subjects/caves/karst-landscapes.htm,1171,0.5971,0.3382,0.0647,2445,0.6287,0.274,0.0972,2755,0.7459,0.1732,0.0809,0.03,0.9263,0.0548,0.0189,,,,
https://www.nps.gov/rira/index.htm,385,0.9317,0.0489,0.0194,898,0.9257,0.0542,0.0201,1259,0.9337,0.0508,0.0155,0.00,1,0,0,93,0.9614,0.0247,0.0139
https://www.nps.gov/goga/learn/historyculture/spanish-american-war.htm,1111,0.5155,0.3629,0.1216,2631,0.4663,0.3311,0.2026,3178,0.6567,0.2315,0.1118,0.19,0.6057,0.2458,0.1485,195,0.764,0.0754,0.1606
https://www.nps.gov/zion/planyourvisit/backpacking.htm,238,0.9596,0.0205,0.0199,614,0.9663,0.0114,0.0224,795,0.9749,0,0.0251,0.03,0.8199,0.1364,0.0437,78,0.9894,0.0106,0
https://www.nps.gov/places/000/curry-village.htm,369,0.9675,0.0259,0.0067,1156,0.929,0.0531,0.018,1255,0.979,0.0029,0.0181,0.03,0.994,0.006,0,120,0.9573,0.0282,0.0145
https://www.nps.gov/crla/planyourvisit/directions.htm,394,0.9514,0.0294,0.0192,982,0.9466,0.0294,0.024,992,0.9533,0.0328,0.0138,0.18,0.6679,0.2714,0.0608,,,,
https://www.nps.gov/brca/planyourvisit/weather.htm,322,0.9564,0.0371,0.0065,846,0.9467,0.0375,0.0158,949,0.9675,0.0162,0.0162,0.09,0.7474,0.2143,0.0382,80,0.975,0.025,0
https://www.nps.gov/yose/planyourvisit/bears.htm,308,0.9758,0.0192,0.005,857,0.9559,0.0273,0.0168,1014,0.9616,0.0295,0.0089,0.15,0.6462,0.2978,0.056,62,1,0,0
https://www.nps.gov/care/planyourvisit/fees.htm,291,0.9629,0.026,0.0111,967,0.9415,0.0334,0.0251,1104,0.9559,0.0207,0.0234,0.22,0.5228,0.2867,0.1905,95,0.9599,0.0338,0.0062
https://www.nps.gov/subjects/fossils/fossils-through-geologic-time.htm,822,0.7571,0.1803,0.0626,1666,0.7915,0.1408,0.0677,1915,0.8947,0.0643,0.041,0.05,0.9346,0.0531,0.0123,126,0.8626,0.1128,0.0246
https://www.nps.gov/subjects/pets/index.htm,241,0.9538,0.0172,0.029,674,0.9456,0.0259,0.0285,945,0.9582,0.025,0.0167,0.00,0.992,0.008,0,86,0.9738,0.0262,0
https://www.nps.gov/ever/learn/nature/crocodile.htm,516,0.8827,0.099,0.0184,1446,0.861,0.1044,0.0345,1677,0.9027,0.0693,0.0281,0.26,0.5085,0.2138,0.2777,79,0.9097,0.0148,0.0755
https://www.nps.gov/yell/planyourvisit/canyonplan.htm,423,0.9148,0.057,0.0282,900,0.9282,0.0553,0.0165,1220,0.957,0.0259,0.0171,0.18,0.6725,0.2561,0.0714,80,0.9186,0.0656,0.0158
https://www.nps.gov/acad/planyourvisit/east-side.htm,233,0.9633,0.0189,0.0177,869,0.9048,0.0602,0.035,1137,0.915,0.0473,0.0378,0.15,0.6896,0.233,0.0774,,,,
https://www.nps.gov/goga/planyourvisit/maps.htm,177,0.9769,0.0059,0.0172,623,0.9849,0.0151,0,692,0.9863,0.0137,0,0.20,0.559,0.3772,0.0638,146,0.8424,0.1101,0.0476
https://www.nps.gov/subjects/fire/indigenous-fire-practices-shape-our-land.htm,448,0.9029,0.0645,0.0326,1500,0.8907,0.0315,0.0778,1528,0.9066,0.0306,0.0628,0.00,1,0,0,,,,
https://www.nps.gov/nisi/index.htm,752,0.8415,0.1018,0.0567,1723,0.8424,0.0875,0.0701,2450,0.8104,0.1085,0.0811,0.00,0.9088,0.0808,0.0104,112,0.8757,0.0958,0.0285
https://www.nps.gov/sagu/learn/nature/saguaro.htm,562,0.8462,0.1106,0.0431,1458,0.8308,0.1381,0.0311,1631,0.8935,0.0947,0.0118,0.04,0.8677,0.1019,0.0304,,,,
https://www.nps.gov/glac/learn/news/section-of-highline-trail-closed-due-to-bear-encounter.htm,,,,,1049,0.9047,0.0528,0.0425,1281,0.9421,0.0329,0.025,0.17,0.5194,0.4427,0.0379,,,,
https://www.nps.gov/grte/planyourvisit/back.htm,256,0.9636,0.0236,0.0128,654,0.9645,0.0204,0.0151,840,0.9774,0.0114,0.0112,0.06,0.799,0.195,0.006,77,0.9656,0.0257,0.0087
https://www.nps.gov/colm/planyourvisit/basicinfo.htm,269,0.959,0.0278,0.0132,774,0.9661,0.0217,0.0121,859,0.9819,0.0125,0.0056,0.04,0.918,0.0756,0.0064,88,0.9747,0.0253,0
https://www.nps.gov/glca/planyourvisit/lees-ferry.htm,604,0.8697,0.1007,0.0296,1281,0.9121,0.0536,0.0343,1620,0.9414,0.0282,0.0304,0.04,0.9954,0,0.0046,,,,
https://www.nps.gov/grsm/learn/news/newsreleases.htm,329,0.9424,0.0454,0.0122,831,0.9384,0.0455,0.0161,1052,0.946,0.0369,0.0172,0.22,0.5744,0.2176,0.208,62,0.9504,0.021,0.0287
https://www.nps.gov/grca/planyourvisit/hiking-faq.htm,446,0.9316,0.0368,0.0315,1017,0.9278,0.054,0.0182,1296,0.9574,0.0242,0.0184,0.19,0.6594,0.2449,0.0957,62,0.9656,0.0119,0.0225
https://www.nps.gov/glac/planyourvisit/ranger-led-activities.htm,244,0.9927,0,0.0073,608,0.9844,0.0103,0.0053,701,0.981,0.019,0,0.03,0.8967,0.063,0.0403,93,0.976,0.024,0
https://www.nps.gov/places/badwater-basin.htm,351,0.9551,0.0389,0.006,1060,0.9359,0.0531,0.0111,1118,0.9634,0.0314,0.0052,0.03,0.9786,0.0101,0.0113,,,,
https://www.nps.gov/colm/planyourvisit/fees.htm,321,0.9423,0.0392,0.0186,893,0.9437,0.0363,0.02,1117,0.9634,0.0182,0.0184,0.04,0.867,0.0668,0.0662,114,0.8809,0.0962,0.0229
https://www.nps.gov/sagu/planyourvisit/visitor-center-information.htm,258,0.9749,0.0061,0.0191,785,0.9703,0.0123,0.0175,955,0.9808,0.0128,0.0064,0.04,0.8629,0.101,0.036,97,0.9534,0.0232,0.0234
https://www.nps.gov/shen/planyourvisit/permitsandreservations.htm,105,0.9836,0.0112,0.0052,363,0.9847,0.0053,0.01,489,0.979,0.016,0.005,0.01,0.8834,0.1066,0.01,53,0.9914,0.0086,0
https://www.nps.gov/daav/index.htm,437,0.9268,0.0624,0.0107,954,0.9384,0.0384,0.0232,1421,0.9196,0.0538,0.0265,0.08,0.8029,0.1819,0.0152,92,0.9485,0.0515,0
https://www.nps.gov/acad/planyourvisit/jordan-pond.htm,439,0.9121,0.0589,0.029,1181,0.9086,0.0525,0.039,1239,0.9334,0.0175,0.0491,0.18,0.5097,0.3581,0.1321,91,0.9512,0.0488,0
https://www.nps.gov/zion/planyourvisit/ranger-led-activities.htm,260,0.9448,0.0282,0.027,676,0.9561,0.022,0.022,707,0.9775,0.0186,0.004,0.09,0.7831,0.1314,0.0856,110,0.9221,0.043,0.0349
https://www.nps.gov/acad/learn/nature/animals.htm,420,0.9325,0.0337,0.0337,898,0.9419,0.0295,0.0286,1123,0.925,0.0431,0.0319,0.19,0.6034,0.3043,0.0923,,,,
https://www.nps.gov/thingstodo/blackrock-summit.htm,272,0.952,0.0371,0.0109,919,0.9456,0.0325,0.022,959,0.9724,0.0153,0.0122,0.00,0.9942,0.0058,0,,,,
https://www.nps.gov/romo/planyourvisit/wildlife_view.htm,280,0.9448,0.0371,0.018,674,0.9669,0.011,0.0221,722,0.9711,0.0174,0.0115,0.13,0.7673,0.1881,0.0446,,,,
https://www.nps.gov/state/ms/index.htm,325,0.9564,0.0168,0.0268,706,0.9451,0.029,0.0259,705,0.9768,0.0075,0.0158,0.01,1,0,0,,,,
https://www.nps.gov/jeff/faqs.htm,279,0.9433,0.0462,0.0105,736,0.9555,0.0189,0.0256,909,0.9725,0.0204,0.0072,0.13,0.7324,0.1958,0.0718,64,0.99,0,0.01
https://www.nps.gov/subjects/islandofthebluedolphins/index.htm,320,0.9564,0.0299,0.0138,864,0.9403,0.034,0.0258,1247,0.9325,0.0403,0.0273,0.02,0.9858,0.0142,0,,,,
https://www.nps.gov/grca/learn/news/base-jumper-recovery-at-yavapai-point.htm,373,0.937,0.0539,0.0091,1048,0.9191,0.0717,0.0092,1349,0.9546,0.0368,0.0087,0.19,0.4889,0.4216,0.0896,,,,
https://www.nps.gov/cave/learn/index.htm,125,0.9903,0,0.0097,476,0.962,0.0101,0.028,560,0.9846,0.0077,0.0077,0.00,0.9562,0.0438,0,,,,
https://www.nps.gov/appa/planyourvisit/index.htm,221,0.9793,0.0137,0.007,620,0.976,0.0178,0.0061,669,0.992,0.008,0,0.10,0.7385,0.2284,0.0331,59,0.9752,0.0127,0.012
https://www.nps.gov/acad/learn/news/20240910.htm,,,,,992,0.9008,0.0629,0.0363,1178,0.9,0.064,0.036,0.15,0.5919,0.3522,0.0558,,,,
https://www.nps.gov/gate/planyourvisit/basicinfo.htm,91,0.9964,0.0036,0,312,0.9939,0.0061,0,338,0.9966,0.0034,0,0.01,0.8456,0.1309,0.0234,52,0.986,0.014,0
https://www.nps.gov/cebr/planyourvisit/maps.htm,201,0.9677,0.0323,0,665,0.9722,0.0229,0.0048,721,0.9784,0.0116,0.01,0.04,1,0,0,92,0.9565,0.0378,0.0058
https://www.nps.gov/articles/000/women-in-world-war-ii.htm,769,0.8446,0.1223,0.033,1851,0.7801,0.1845,0.0354,1914,0.9053,0.0808,0.0139,0.00,0.9879,0,0.0121,,,,
https://www.nps.gov/hosp/learn/historyculture/ozark-bathhouse.htm,346,0.9582,0.0357,0.0061,885,0.9585,0.0255,0.016,1188,0.9493,0.0391,0.0117,0.13,0.4781,0.4775,0.0444,,,,
https://www.nps.gov/articles/species-spotlight-puffballs.htm,468,0.9192,0.0499,0.0309,1377,0.8764,0.0731,0.0505,1408,0.9407,0.0409,0.0184,0.10,0.6813,0.3039,0.0148,,,,
https://www.nps.gov/articles/000/wildlife-climateimpact.htm,1332,0.6638,0.2593,0.0769,2748,0.6176,0.2603,0.1221,3067,0.7753,0.1678,0.0569,0.03,0.9833,0.0167,0,,,,
https://www.nps.gov/liho/learn/historyculture/slavery.htm,849,0.7746,0.1511,0.0743,1980,0.7617,0.134,0.1043,2083,0.8425,0.0881,0.0693,0.00,0.9649,0.0351,0,,,,
https://www.nps.gov/cech/index.htm,527,0.8969,0.0613,0.0418,1105,0.8837,0.0895,0.0268,1498,0.9216,0.0533,0.0251,0.00,0.9908,0.0092,0,120,0.8879,0.0977,0.0144
https://www.nps.gov/care/learn/historyculture/giffordhomestead.htm,431,0.9027,0.0572,0.0401,1093,0.9189,0.0387,0.0424,1378,0.9361,0.037,0.0269,0.21,0.4727,0.4378,0.0895,72,0.9425,0.0224,0.0351
https://www.nps.gov/grsa/planyourvisit/visitor-center.htm,421,0.9052,0.0575,0.0373,975,0.9056,0.0741,0.0203,1127,0.9651,0.021,0.0139,0.01,0.8736,0.1201,0.0063,70,0.9532,0.016,0.0308
https://www.nps.gov/places/artists-palette.htm,346,0.9404,0.0414,0.0181,956,0.9395,0.0373,0.0233,1033,0.9629,0.0123,0.0248,0.03,0.9851,0.0075,0.0074,,,,
https://www.nps.gov/cong/planyourvisit/trail-information.htm,251,0.9601,0.0285,0.0115,622,0.9757,0.0142,0.0101,705,0.9869,0.0018,0.0114,0.07,0.7787,0.1959,0.0253,71,0.9823,0.0177,0
https://www.nps.gov/bisc/planyourvisit/index.htm,178,1,0,0,533,1,0,0,592,1,0,0,0.00,1,0,0,54,1,0,0
https://www.nps.gov/teachers/classrooms/the-french-and-indian-war-unit-2-what-were-they-fighting-for.htm,531,0.8817,0.0854,0.0329,1462,0.8248,0.0934,0.0818,1501,0.8544,0.0991,0.0465,0.00,1,0,0,,,,
https://www.nps.gov/kemo/planyourvisit/maps.htm,204,0.9778,0.0113,0.0109,633,0.9694,0.0149,0.0157,790,0.9759,0.0136,0.0104,0.04,0.9535,0.0305,0.0161,92,0.8885,0.0986,0.0129
https://www.nps.gov/jofl/index.htm,529,0.8871,0.103,0.0099,1176,0.9125,0.066,0.0215,1626,0.929,0.0451,0.026,0.00,0.9964,0.0036,0,109,0.9564,0.0436,0
https://www.nps.gov/cuva/planyourvisit/hours.htm,287,0.9483,0.0388,0.0128,796,0.9422,0.0291,0.0286,1077,0.95,0.0324,0.0176,0.24,0.6541,0.1147,0.2313,79,0.9423,0.0439,0.0138
https://www.nps.gov/tusk/index.htm,375,0.9384,0.0505,0.0111,824,0.946,0.0343,0.0198,1136,0.9574,0.0163,0.0263,0.10,0.7233,0.2664,0.0103,87,0.9696,0.0233,0.0071
https://www.nps.gov/pais/planyourvisit/fees.htm,306,0.9425,0.0469,0.0106,834,0.9231,0.0571,0.0198,1016,0.945,0.0503,0.0048,0.04,0.9231,0.0452,0.0317,102,0.9625,0.028,0.0095
https://www.nps.gov/acad/planyourvisit/schoodic-trails.htm,380,0.9151,0.0598,0.0251,901,0.9357,0.024,0.0403,1084,0.944,0.0306,0.0254,0.18,0.5622,0.3557,0.0821,,,,
https://www.nps.gov/neri/planyourvisit/the-sandstone-falls.htm,406,0.9372,0.0411,0.0217,1013,0.9181,0.0534,0.0285,1335,0.9418,0.0419,0.0164,0.04,1,0,0,,,,
https://www.nps.gov/thingstodo/best-fall-colors-cuyahoga-valley.htm,220,0.9873,0.0065,0.0061,676,0.9897,0,0.0103,665,0.9889,0,0.0111,0.00,0.9894,0.0106,0,,,,
https://www.nps.gov/gegr/index.htm,377,0.9336,0.0412,0.0252,894,0.9312,0.0528,0.016,1259,0.934,0.0419,0.0241,0.00,0.9957,0,0.0043,112,0.915,0.0668,0.0182
https://www.nps.gov/fomc/planyourvisit/index.htm,124,0.9836,0.0085,0.0079,456,0.9751,0.0108,0.0141,526,0.9875,0.0088,0.0037,0.00,0.9754,0.0209,0.0037,70,0.9879,0.0061,0.0059
https://www.nps.gov/ever/planyourvisit/hiking-trails.htm,195,0.9582,0.0267,0.0151,404,0.9675,0.0117,0.0209,431,0.9725,0.0151,0.0124,0.01,0.84,0.1305,0.0295,,,,
https://www.nps.gov/pore/planyourvisit/yoursafety_yellowjackets.htm,407,0.9056,0.0581,0.0363,1177,0.8625,0.0861,0.0514,1317,0.9131,0.0595,0.0274,0.19,0.5955,0.2769,0.1276,125,0.8444,0.1109,0.0447
https://www.nps.gov/yose/planyourvisit/trailheads.htm,294,0.915,0.0762,0.0088,777,0.9278,0.0464,0.0258,774,0.9438,0.0396,0.0166,0.11,0.7206,0.2639,0.0155,,,,
https://www.nps.gov/colm/planyourvisit/camping.htm,241,0.9324,0.0513,0.0163,718,0.9594,0.0268,0.0138,900,0.9696,0.0149,0.0155,0.09,0.776,0.1083,0.1157,227,0.7083,0.2638,0.0279
https://www.nps.gov/pefo/planyourvisit/trails.htm,220,0.9913,0,0.0087,647,0.9839,0.0083,0.0079,811,0.9879,0.0042,0.0079,0.00,0.9823,0.0091,0.0087,,,,
https://www.nps.gov/cana/planyourvisit/basicinfo.htm,156,0.9712,0.0227,0.0061,526,0.9618,0.0237,0.0145,600,0.9857,0.0115,0.0028,0.11,0.7494,0.2358,0.0147,61,1,0,0
https://www.nps.gov/caco/planyourvisit/basicinfo.htm,139,0.9882,0.0118,0,459,0.9884,0.0116,0,488,1,0,0,0.01,0.9116,0.0776,0.0108,90,0.9682,0.0237,0.0081
https://www.nps.gov/yose/learn/nature/bears.htm,425,0.9352,0.0328,0.032,1124,0.9351,0.037,0.0279,1321,0.9543,0.0111,0.0345,0.17,0.6221,0.3322,0.0458,66,1,0,0
https://www.nps.gov/mimi/planyourvisit/visiting-launch-facility-missile-silo-delta-09.htm,446,0.9199,0.0598,0.0203,970,0.9431,0.0289,0.0281,1229,0.9544,0.0247,0.0209,0.13,0.7292,0.26,0.0108,71,0.9643,0.0296,0.0061
https://www.nps.gov/grsm/planyourvisit/abrams-falls.htm,330,0.9609,0.0246,0.0145,905,0.9522,0.0349,0.013,1018,0.9809,0.0062,0.0129,0.22,0.5278,0.2834,0.1888,,,,
https://www.nps.gov/bisc/planyourvisit/fees.htm,244,0.9692,0.0267,0.004,653,0.9722,0.0208,0.0071,758,0.986,0.0074,0.0066,0.04,0.9935,0.0065,0,63,0.9817,0.0098,0.0086
https://www.nps.gov/thingstodo/romo_chasmlake.htm,296,0.9606,0.0323,0.007,917,0.9305,0.013,0.0565,929,0.94,0.0336,0.0265,0.00,1,0,0,,,,
https://www.nps.gov/pore/learn/photosmultimedia/webcams.htm,189,0.9904,0,0.0096,553,0.9862,0.0079,0.006,767,0.9894,0.0055,0.0051,0.14,0.7041,0.2363,0.0596,62,0.995,0.005,0
https://www.nps.gov/hafe/planyourvisit/basicinfo.htm,200,0.9578,0.0192,0.023,594,0.9584,0.012,0.0296,723,0.966,0.0119,0.0221,0.00,0.9657,0.0301,0.0042,94,0.9805,0.0133,0.0061
https://www.nps.gov/people/captionjasonmdahl.htm,170,0.9847,0.0153,0,524,0.9753,0.0193,0.0054,596,0.9887,0.0113,0,0.00,0.9943,0.0057,0,,,,
https://www.nps.gov/piro/planyourvisit/commercial-tours.htm,121,0.9828,0.0035,0.0137,469,0.9745,0.0116,0.0138,658,0.9785,0.0085,0.013,0.03,0.8496,0.1393,0.011,67,0.9881,0.0077,0.0042
https://www.nps.gov/isro/planyourvisit/isle-royale-seaplanes.htm,190,0.995,0.005,0,532,0.9861,0.0106,0.0033,593,0.9937,0.0063,0,0.00,0.9969,0.0031,0,97,0.9718,0.0282,0
https://www.nps.gov/yell/learn/nature/steamboat-geyser.htm,421,0.919,0.057,0.024,1081,0.9126,0.0652,0.0222,1442,0.9139,0.0602,0.0259,0.17,0.5205,0.3968,0.0828,77,0.9425,0.0464,0.0111
https://www.nps.gov/pais/planyourvisit/camping.htm,240,0.9705,0.0233,0.0062,674,0.9516,0.0335,0.0149,833,0.9587,0.0303,0.011,0.01,0.9511,0.0362,0.0127,78,0.9477,0.0523,0
https://www.nps.gov/yell/planyourvisit/permitsandreservations.htm,195,0.9812,0.0188,0,605,0.993,0.007,0,908,0.9871,0.0129,0,0.14,0.7497,0.2096,0.0408,85,1,0,0
https://www.nps.gov/pevi/index.htm,432,0.9473,0.0448,0.0079,1054,0.9484,0.0391,0.0125,1375,0.9528,0.0405,0.0067,0.00,0.9899,0.0065,0.0036,96,0.9389,0.0508,0.0103
https://www.nps.gov/whsa/planyourvisit/sledding.htm,240,0.9624,0.0318,0.0057,649,0.9771,0.0057,0.0171,800,0.9815,0.006,0.0126,0.13,0.6846,0.2866,0.0289,,,,
https://www.nps.gov/yose/planyourvisit/stargazing.htm,446,0.9244,0.0469,0.0287,1163,0.9286,0.0358,0.0356,1266,0.9479,0.0308,0.0213,0.15,0.6334,0.3295,0.0371,65,0.9672,0.0328,0
https://www.nps.gov/neri/planyourvisit/grandview.htm,304,0.9468,0.0371,0.0161,877,0.9295,0.0353,0.0353,1087,0.9336,0.0297,0.0367,0.03,0.9868,0.0086,0.0046,,,,
https://www.nps.gov/mimi/planyourvisit/basicinfo.htm,295,0.9642,0.0101,0.0258,804,0.9538,0.0234,0.0228,928,0.9547,0.0151,0.0301,0.04,0.7901,0.1957,0.0142,,,,
https://www.nps.gov/stli/planyourvisit/things2do.htm,179,0.9677,0.0191,0.0132,596,0.9522,0.0317,0.0161,634,0.9669,0.0205,0.0126,0.00,0.9779,0.0166,0.0054,62,0.9654,0.0119,0.0227
https://www.nps.gov/cong/planyourvisit/canoeing.htm,218,0.957,0.031,0.0119,514,0.9766,0.0146,0.0088,564,0.9923,0.0077,0,0.01,0.8708,0.1206,0.0086,96,0.9785,0.0148,0.0067
https://www.nps.gov/thingstodo/drive-cadillac-mountain.htm,390,0.9388,0.0102,0.051,995,0.9193,0.0357,0.045,1061,0.9326,0.0334,0.034,0.00,0.9868,0.0132,0,,,,
https://www.nps.gov/shen/learn/nature/nightsky.htm,183,0.9646,0.0295,0.0059,629,0.9634,0.0257,0.0109,750,0.976,0.0133,0.0107,0.05,0.7951,0.1788,0.0261,,,,
https://www.nps.gov/grca/planyourvisit/tuweep.htm,459,0.8933,0.0543,0.0524,997,0.9131,0.0391,0.0478,1151,0.938,0.0261,0.0359,0.20,0.5631,0.3544,0.0826,,,,
https://www.nps.gov/hafe/planyourvisit/parking.htm,237,0.9657,0.0173,0.017,729,0.9461,0.0161,0.0379,863,0.9328,0.0332,0.0339,0.04,0.9531,0.0469,0,97,0.9354,0.0482,0.0164
https://www.nps.gov/brca/learn/nature/wildlife.htm,260,0.9428,0.0322,0.025,695,0.961,0.0094,0.0296,910,0.9542,0.0117,0.034,0.04,0.7837,0.1662,0.0501,97,0.8881,0.1119,0
https://www.nps.gov/hale/planyourvisit/calendar.htm,187,0.9624,0.0376,0,539,0.9703,0.0249,0.0048,569,0.987,0.013,0,0.03,0.8604,0.098,0.0417,85,0.9816,0.0184,0
https://www.nps.gov/natr/planyourvisit/camping.htm,448,0.9276,0.0437,0.0287,1079,0.9279,0.0288,0.0432,1184,0.943,0.0209,0.036,0.25,0.4887,0.2622,0.2491,110,0.9169,0.0767,0.0064
https://www.nps.gov/blca/planyourvisit/drives.htm,256,0.9677,0.0261,0.0063,691,0.9714,0.0058,0.0228,757,0.9816,0.0128,0.0056,0.12,0.8079,0.0457,0.1464,,,,
https://www.nps.gov/thje/learn/photosmultimedia/quotations.htm,468,0.9075,0.0653,0.0271,1242,0.8849,0.0803,0.0348,1644,0.8972,0.0775,0.0253,0.04,0.9744,0.0256,0,,,,
https://www.nps.gov/subjects/inauguration/schedule-of-events.htm,346,0.9126,0.0629,0.0245,925,0.9128,0.0587,0.0285,1228,0.9319,0.0495,0.0185,0.03,0.9941,0.0059,0,,,,
https://www.nps.gov/prsf/learn/historyculture/spanish-american-war-a-splendid-little-war.htm,832,0.7657,0.1988,0.0355,1803,0.8051,0.1042,0.0908,2178,0.8518,0.0798,0.0683,0.04,0.9248,0.065,0.0102,,,,
https://www.nps.gov/noca/planyourvisit/north-cascades-highway.htm,361,0.9421,0.042,0.0159,1050,0.9059,0.0671,0.027,1306,0.9304,0.0454,0.0242,0.19,0.5735,0.3076,0.1188,66,0.974,0.0174,0.0086
https://www.nps.gov/grte/planyourvisit/bearsafety.htm,235,0.977,0.0137,0.0093,777,0.969,0.0095,0.0215,960,0.9692,0.0103,0.0205,0.06,0.8073,0.1749,0.0178,84,0.9604,0.0316,0.008
https://www.nps.gov/bisc/planyourvisit/maps.htm,169,0.985,0.0074,0.0076,476,0.9866,0.0074,0.006,587,0.9921,0.0079,0,0.01,1,0,0,94,0.9481,0.0435,0.0084
https://www.nps.gov/thingstodo/old-rag-circuit.htm,319,0.9478,0.0342,0.018,886,0.9444,0.0385,0.0172,1049,0.9755,0,0.0245,0.02,0.9941,0.0059,0,71,1,0,0
https://www.nps.gov/gumo/planyourvisit/things2do.htm,157,0.983,0.0052,0.0118,533,0.9847,0.0058,0.0096,641,0.9654,0.0174,0.0172,0.03,0.824,0.1664,0.0095,80,0.9808,0.0192,0
https://www.nps.gov/yose/planyourvisit/traffic.htm,458,0.9138,0.0625,0.0237,1063,0.9024,0.0761,0.0215,1352,0.9473,0.0392,0.0135,0.21,0.4925,0.3863,0.1212,94,0.9234,0.0573,0.0193
https://www.nps.gov/home/index.htm,446,0.9529,0.0349,0.0122,894,0.9575,0.0276,0.0149,1348,0.9496,0.0361,0.0143,0.00,0.9951,0,0.0049,104,0.9331,0.0593,0.0076
https://www.nps.gov/pohe/index.htm,227,0.9468,0.0378,0.0155,618,0.9524,0.0412,0.0064,781,0.9731,0.0132,0.0137,0.09,0.7782,0.1925,0.0293,88,0.9866,0.0134,0
https://www.nps.gov/yose/planyourvisit/tmcamp.htm,249,0.9708,0.0216,0.0075,805,0.9675,0.0196,0.013,969,0.9594,0.027,0.0135,0.18,0.6327,0.3,0.0673,,,,
https://www.nps.gov/glac/planyourvisit/bus-tours.htm,265,0.9802,0.0198,0,695,0.9662,0.0157,0.0181,877,0.9835,0.0083,0.0082,0.04,0.8462,0.1238,0.03,113,0.8961,0.0666,0.0373
https://www.nps.gov/sagu/planyourvisit/camping.htm,378,0.9455,0.0488,0.0057,978,0.9319,0.0503,0.0178,1106,0.9662,0.0227,0.0111,0.04,0.854,0.1295,0.0165,,,,
https://www.nps.gov/dino/planyourvisit/fees.htm,430,0.9156,0.0582,0.0262,1442,0.8416,0.0794,0.0791,1685,0.872,0.073,0.055,0.04,0.973,0.0033,0.0237,113,0.867,0.0839,0.049
https://www.nps.gov/crla/planyourvisit/pets.htm,244,0.9622,0.0273,0.0105,663,0.9653,0.0245,0.0102,755,0.9694,0.0258,0.0049,0.14,0.7379,0.1829,0.0791,,,,
https://www.nps.gov/gwca/index.htm,510,0.9121,0.0629,0.025,1118,0.9185,0.0573,0.0242,1415,0.9178,0.0577,0.0246,0.00,0.9954,0,0.0046,96,0.9536,0.0348,0.0116
https://www.nps.gov/wamo/planyourvisit/index.htm,184,0.9923,0.0077,0,556,0.9774,0.0226,0,636,0.9922,0.0078,0,0.00,0.9841,0,0.0159,58,1,0,0
https://www.nps.gov/articles/giant-water-bug.htm,582,0.9078,0.0655,0.0267,1380,0.8892,0.0717,0.0392,1433,0.9419,0.0368,0.0213,0.10,0.7648,0.2352,0,,,,
https://www.nps.gov/grca/planyourvisit/pets.htm,352,0.9336,0.0404,0.026,842,0.9492,0.0327,0.0181,1051,0.965,0.0239,0.0111,0.19,0.6022,0.2739,0.1239,95,0.9465,0.0214,0.0321
https://www.nps.gov/subjects/nationalregister/what-is-the-national-register.htm,126,0.9887,0.0113,0,480,0.991,0,0.009,507,0.9905,0,0.0095,0.00,0.99,0.01,0,61,0.9827,0.0173,0
https://www.nps.gov/moru/learn/historyculture/hall-of-records.htm,506,0.9336,0.0573,0.0091,1275,0.8931,0.0916,0.0153,1385,0.9356,0.0537,0.0107,0.04,0.9921,0.0079,0,,,,
https://www.nps.gov/goga/planyourvisit/muirbeach.htm,375,0.9375,0.0242,0.0384,1027,0.9319,0.0456,0.0226,1315,0.9539,0.024,0.0222,0.17,0.57,0.3504,0.0796,,,,
https://www.nps.gov/yell/planyourvisit/norrisplan.htm,671,0.867,0.0764,0.0566,1356,0.8633,0.0839,0.0527,1748,0.8887,0.0719,0.0394,0.21,0.4644,0.4016,0.134,87,0.9757,0.0123,0.012
https://www.nps.gov/people/robert-smalls.htm,429,0.9331,0.0579,0.009,1220,0.9256,0.0663,0.0081,1311,0.9737,0.0048,0.0215,0.05,0.9338,0.0531,0.0131,,,,
https://www.nps.gov/saju/planyourvisit/basicinfo.htm,238,0.9539,0.0369,0.0092,673,0.9649,0.0255,0.0096,702,0.9774,0.0185,0.004,0.00,0.9606,0.0394,0,87,0.9677,0.026,0.0063
https://www.nps.gov/acad/getinvolved/vrs-cua.htm,225,0.9531,0.0378,0.009,526,0.9717,0.0201,0.0082,543,0.9981,0.0019,0,0.01,0.9079,0.0799,0.0122,,,,
