url,experimental_time_to_first_byte_p75,experimental_time_to_first_byte_good_density,experimental_time_to_first_byte_needs_improvement_density,experimental_time_to_first_byte_poor_density,first_contentful_paint_p75,first_contentful_paint_good_density,first_contentful_paint_needs_improvement_density,first_contentful_paint_poor_density,largest_contentful_paint_p75,largest_contentful_paint_good_density,largest_contentful_paint_needs_improvement_density,largest_contentful_paint_poor_density,cumulative_layout_shift_p75,cumulative_layout_shift_good_density,cumulative_layout_shift_needs_improvement_density,cumulative_layout_shift_poor_density,interaction_to_next_paint_p75,interaction_to_next_paint_good_density,interaction_to_next_paint_needs_improvement_density,interaction_to_next_paint_poor_density
https://www.nps.gov/kids/index.htm,171,0.9869,0.0104,0.0027,523,0.9933,0,0.0067,640,0.9883,0.0047,0.007,0.00,0.9955,0.0045,0,81,0.9621,0.03,0.008
https://www.nps.gov/yose/planyourvisit/tiogaopen.htm,383,0.8891,0.0662,0.0447,870,0.9178,0.0422,0.04,1034,0.9481,0.0211,0.0308,0.21,0.5353,0.3421,0.1225,62,0.9898,0.0068,0.0034
https://www.nps.gov/olym/planyourvisit/fire-conditions-and-updates.htm,285,0.9449,0.0249,0.0302,951,0.9041,0.0439,0.052,1363,0.9169,0.0387,0.0444,0.05,0.7705,0.1797,0.0498,72,0.9184,0.0408,0.0408
https://www.nps.gov/yose/planyourvisit/yv.htm,484,0.8611,0.0954,0.0436,1205,0.8658,0.0792,0.055,1264,0.9169,0.0481,0.0351,0.18,0.6125,0.3284,0.0591,73,0.9485,0.0422,0.0093
https://www.nps.gov/ever/planyourvisit/conditions.htm,132,0.9889,0.0073,0.0038,409,0.989,0.0062,0.0048,462,0.9938,0.0043,0.0018,0.00,0.848,0.0728,0.0792,68,0.9801,0.0199,0
https://www.nps.gov/grsm/planyourvisit/backcountry-camping.htm,267,0.9642,0.0278,0.008,845,0.932,0.0394,0.0287,1007,0.9512,0.0252,0.0236,0.21,0.5732,0.2837,0.1431,87,0.9464,0.0435,0.0101
https://www.nps.gov/alca/planyourvisit/basicinfo.htm,174,0.969,0.02,0.0109,604,0.9714,0.0174,0.0112,672,0.9797,0.0146,0.0056,0.00,0.9569,0.0369,0.0062,105,0.9678,0.0303,0.0019
https://www.nps.gov/subjects/arts/air.htm,358,0.9285,0.0517,0.0198,1133,0.9194,0.0509,0.0297,1134,0.9671,0.0136,0.0193,0.03,0.9603,0.0112,0.0284,119,0.9125,0.0786,0.0089
https://www.nps.gov/chat/index.htm,389,0.9235,0.0501,0.0264,835,0.9423,0.0257,0.032,1110,0.9477,0.0241,0.0282,0.11,0.6926,0.2502,0.0572,96,0.9446,0.0524,0.003
https://www.nps.gov/care/planyourvisit/fruitacampground.htm,303,0.9513,0.0269,0.0218,768,0.9502,0.0314,0.0184,817,0.9695,0.0185,0.0119,0.19,0.6197,0.2484,0.1319,144,0.825,0.1553,0.0196
https://www.nps.gov/crla/planyourvisit/hours.htm,193,0.9715,0.0165,0.012,602,0.9517,0.02,0.0283,720,0.9838,0.0092,0.007,0.08,0.7608,0.17,0.0693,62,0.99,0.0057,0.0043
https://www.nps.gov/rocr/index.htm,343,0.9156,0.0659,0.0185,802,0.9407,0.0313,0.028,1336,0.9174,0.0406,0.042,0.15,0.6146,0.3431,0.0424,97,0.9495,0.0447,0.0059
https://www.nps.gov/guis/planyourvisit/fort-pickens-area.htm,389,0.9323,0.0498,0.0178,926,0.9453,0.0306,0.0241,1218,0.95,0.0296,0.0204,0.20,0.5193,0.3946,0.0861,72,0.9641,0.029,0.0069
https://www.nps.gov/caha/planyourvisit/chls.htm,439,0.9206,0.0437,0.0357,1047,0.9134,0.0532,0.0334,1323,0.935,0.0408,0.0242,0.20,0.5064,0.3889,0.1046,71,0.9635,0.0166,0.0199
https://www.nps.gov/shen/learn/photosmultimedia/webcams.htm,264,0.9597,0.0254,0.0149,527,0.9657,0.0205,0.0138,732,0.9693,0.0178,0.0129,0.02,0.8254,0.1562,0.0184,87,0.955,0.045,0
https://www.nps.gov/care/planyourvisit/things2do.htm,308,0.92,0.0396,0.0405,773,0.9276,0.0298,0.0426,1013,0.9521,0.0298,0.0181,0.17,0.6745,0.2572,0.0682,88,0.9722,0.0222,0.0056
https://www.nps.gov/arch/planyourvisit/delicate-arch.htm,342,0.9267,0.0578,0.0154,920,0.9408,0.0432,0.016,1267,0.9492,0.0318,0.019,0.04,0.8296,0.1444,0.026,79,0.9805,0.0195,0
https://www.nps.gov/state/al/index.htm,324,0.9504,0.0376,0.012,737,0.9725,0.021,0.0065,782,0.9862,0.0105,0.0033,0.01,0.9968,0.0032,0,71,0.9506,0.0276,0.0218
https://www.nps.gov/subjects/bears/brown-bears.htm,456,0.9081,0.0636,0.0283,1405,0.8798,0.093,0.0272,1490,0.8851,0.0827,0.0323,0.13,0.6329,0.3439,0.0232,,,,
https://www.nps.gov/articles/000/constitutionalconvention-september17.htm,395,0.9113,0.0629,0.0258,1163,0.9009,0.0571,0.042,1225,0.94,0.0236,0.0365,0.06,0.9246,0.0639,0.0115,65,0.9177,0,0.0823
https://www.nps.gov/flni/learn/historyculture/phone-calls-and-seating-chart.htm,283,0.9609,0.0315,0.0076,873,0.9526,0.0254,0.0219,1004,0.9667,0.0232,0.0102,0.13,0.6715,0.2103,0.1182,109,0.9392,0.037,0.0238
https://www.nps.gov/rabr/index.htm,478,0.9198,0.0607,0.0195,1044,0.8844,0.0703,0.0453,1536,0.8808,0.0686,0.0506,0.00,0.9984,0,0.0016,101,0.9499,0.0404,0.0097
https://www.nps.gov/people/crispus-attucks.htm,520,0.9092,0.0527,0.0381,1292,0.8768,0.0512,0.072,1391,0.9117,0.0343,0.0541,0.03,0.9661,0,0.0339,,,,
https://www.nps.gov/deto/planyourvisit/maps.htm,313,0.9225,0.0439,0.0336,992,0.9044,0.0444,0.0512,1072,0.9214,0.0382,0.0405,0.19,0.578,0.3654,0.0567,95,0.9285,0.0522,0.0194
https://www.nps.gov/bost/learn/historyculture/bhm.htm,430,0.88,0.0955,0.0245,1057,0.9077,0.0593,0.033,1737,0.8892,0.0716,0.0392,0.07,0.877,0.105,0.018,87,0.9467,0.0405,0.0127
https://www.nps.gov/thingstodo/hike-bar-island-trail.htm,384,0.9327,0.0328,0.0345,1057,0.9269,0.041,0.0321,1127,0.9499,0.0199,0.0302,0.03,0.9842,0.0158,0,102,0.964,0.0115,0.0245
https://www.nps.gov/chic/index.htm,496,0.9087,0.0589,0.0324,970,0.93,0.0383,0.0317,1333,0.9322,0.0348,0.033,0.00,0.9943,0.0036,0.0021,90,0.9609,0.0319,0.0072
https://www.nps.gov/reer/learn/historyculture/historyculture.htm,747,0.795,0.1468,0.0582,1845,0.7648,0.1495,0.0857,1824,0.8997,0.0517,0.0486,0.03,0.9287,0.0523,0.019,,,,
https://www.nps.gov/grca/planyourvisit/sunrise_set_moon.htm,922,0.7072,0.1689,0.1238,2140,0.6712,0.1741,0.1547,2542,0.7526,0.1321,0.1153,0.22,0.5447,0.2827,0.1725,96,0.9197,0.059,0.0213
https://www.nps.gov/shen/planyourvisit/trails-location.htm,223,0.9722,0.0143,0.0135,457,0.9781,0.0162,0.0057,476,0.9843,0.0138,0.0019,0.04,0.8225,0.1335,0.044,121,0.9,0.0971,0.0028
https://www.nps.gov/fosu/planyourvisit/hours.htm,212,0.9782,0.0132,0.0085,542,0.9792,0.0095,0.0113,624,0.9882,0.0042,0.0076,0.00,0.982,0.0136,0.0044,110,0.9712,0.0231,0.0057
https://www.nps.gov/deva/planyourvisit/sightseeing-park-highlights.htm,255,0.9742,0.0155,0.0103,562,0.9678,0.0133,0.0188,722,0.972,0.0118,0.0163,0.19,0.6047,0.265,0.1303,70,0.9711,0.0205,0.0084
https://www.nps.gov/articles/disabilityhistoryrightsmovement.htm,731,0.8241,0.1276,0.0483,1716,0.819,0.1207,0.0603,1741,0.9035,0.0417,0.0548,0.00,0.9857,0.0143,0,,,,
https://www.nps.gov/hosp/planyourvisit/soak-in-the-springs.htm,209,0.9724,0.0156,0.0119,582,0.9686,0.0218,0.0097,644,0.9825,0.0091,0.0084,0.00,0.9778,0.0181,0.0041,104,0.9393,0.0555,0.0051
https://www.nps.gov/brca/planyourvisit/qgnavajocombo.htm,368,0.8746,0.082,0.0434,1096,0.8677,0.0748,0.0575,1180,0.9077,0.0447,0.0476,0.09,0.7577,0.1946,0.0476,94,0.9574,0.0271,0.0155
https://www.nps.gov/yose/planyourvisit/tours.htm,339,0.9487,0.0307,0.0206,712,0.9617,0.026,0.0123,853,0.9672,0.024,0.0089,0.16,0.7084,0.2585,0.0331,112,0.9796,0.0183,0.0021
https://www.nps.gov/pagr/index.htm,339,0.949,0.0368,0.0141,896,0.9475,0.0343,0.0182,1203,0.9514,0.0372,0.0114,0.11,0.6215,0.3251,0.0534,95,0.9672,0.0308,0.002
https://www.nps.gov/grsa/planyourvisit/conditions.htm,143,0.9807,0.0128,0.0065,415,0.9845,0.0072,0.0084,451,0.9895,0.0063,0.0042,0.00,0.9173,0.0732,0.0095,62,0.9921,0.006,0.0019
https://www.nps.gov/yell/learn/management/current-fire-activity.htm,430,0.8836,0.0651,0.0512,1087,0.8833,0.0632,0.0535,1258,0.9174,0.0427,0.04,0.20,0.4767,0.4355,0.0878,69,0.9712,0.0164,0.0124
https://www.nps.gov/sagu/planyourvisit/maps.htm,181,0.983,0.0126,0.0044,781,0.9514,0.0376,0.011,1023,0.9568,0.0215,0.0217,0.04,0.8736,0.1121,0.0143,90,0.9487,0.0393,0.012
https://www.nps.gov/neri/planyourvisit/basicinfo.htm,195,0.9667,0.021,0.0123,604,0.9657,0.019,0.0152,769,0.9779,0.0092,0.0129,0.00,0.9927,0.0046,0.0027,88,0.9802,0.0082,0.0115
https://www.nps.gov/whsa/learn/nature/fossilized-footprints.htm,508,0.8936,0.0847,0.0217,1332,0.8667,0.0992,0.0341,1765,0.8837,0.0791,0.0371,0.19,0.5176,0.4242,0.0582,71,0.9458,0.0248,0.0293
https://www.nps.gov/teachers/index.htm,251,0.9783,0.0143,0.0074,868,0.9617,0.0282,0.0101,1091,0.9607,0.0208,0.0185,0.00,0.9966,0.0034,0,131,0.8991,0.0657,0.0352
https://www.nps.gov/isro/planyourvisit/first-timer-s-guide.htm,170,0.9818,0.0116,0.0067,547,0.9763,0.0122,0.0115,706,0.9802,0.0116,0.0082,0.00,0.9985,0.0015,0,85,0.976,0.0198,0.0042
https://www.nps.gov/blri/planyourvisit/camping.htm,265,0.942,0.0417,0.0164,582,0.9593,0.0215,0.0192,724,0.963,0.0167,0.0202,0.04,0.7774,0.1703,0.0523,64,0.9897,0.0082,0.0021
https://www.nps.gov/redw/planyourvisit/fees.htm,346,0.9187,0.0525,0.0288,857,0.9277,0.0422,0.0301,1023,0.9358,0.0365,0.0277,0.18,0.5809,0.345,0.0741,71,0.9735,0.0221,0.0044
https://www.nps.gov/muwo/planyourvisit/hike.htm,207,0.9736,0.0154,0.011,718,0.9769,0.0085,0.0146,804,0.9802,0.0105,0.0093,0.03,0.853,0.1385,0.0085,67,0.9888,0.0056,0.0056
https://www.nps.gov/yell/planyourvisit/fishing.htm,410,0.9222,0.059,0.0188,968,0.9398,0.0315,0.0287,1324,0.9332,0.0361,0.0307,0.18,0.5292,0.388,0.0829,87,0.9689,0.0246,0.0065
https://www.nps.gov/asis/planyourvisit/maps.htm,176,0.968,0.0238,0.0082,486,0.977,0.0143,0.0087,487,0.9865,0.005,0.0085,0.14,0.7328,0.2161,0.0511,92,0.9367,0.0545,0.0088
https://www.nps.gov/hosp/learn/historyculture/bathhouse-row-today.htm,188,0.9756,0.0167,0.0076,568,0.9763,0.0158,0.0079,743,0.9769,0.0178,0.0053,0.00,0.9748,0.0252,0,59,0.9752,0.0177,0.0071
https://www.nps.gov/flni/learn/index.htm,114,0.9943,0.0038,0.0019,444,0.9946,0.0018,0.0036,510,0.9979,0,0.0021,0.01,0.943,0.0516,0.0054,63,0.9705,0.0194,0.0101
https://www.nps.gov/bicy/index.htm,394,0.9423,0.0365,0.0211,775,0.9445,0.032,0.0236,1140,0.9308,0.0329,0.0362,0.10,0.7482,0.2354,0.0164,96,0.9295,0.0633,0.0072
https://www.nps.gov/articles/000/origami-cranes.htm,839,0.7841,0.1572,0.0588,2166,0.7243,0.1865,0.0892,2189,0.8672,0.0789,0.0539,0.03,0.9467,0.0533,0,72,0.8927,0.067,0.0403
https://www.nps.gov/deva/planyourvisit/camping-in-death-valley.htm,244,0.9573,0.0255,0.0172,694,0.9638,0.0216,0.0147,802,0.975,0.0141,0.0109,0.14,0.7109,0.2709,0.0181,80,0.9738,0.0209,0.0053
https://www.nps.gov/articles/2wayspurifywater.htm,674,0.8306,0.1228,0.0466,1911,0.734,0.1563,0.1097,1926,0.8487,0.0817,0.0696,0.00,0.9702,0.026,0.0038,94,0.9458,0.032,0.0222
https://www.nps.gov/civilwar/causes.htm,785,0.804,0.1604,0.0356,2004,0.761,0.181,0.058,2090,0.8819,0.0831,0.035,0.03,0.9667,0.0248,0.0085,100,0.8686,0.1004,0.0311
https://www.nps.gov/wrbr/planyourvisit/fees.htm,329,0.9524,0.0227,0.0249,905,0.9382,0.0325,0.0293,1040,0.9626,0.0155,0.0219,0.04,0.971,0.0246,0.0044,71,0.9706,0.0161,0.0133
https://www.nps.gov/chis/planyourvisit/basicinfo.htm,113,0.9814,0.007,0.0117,449,0.9834,0.0059,0.0107,468,0.9862,0.0072,0.0066,0.05,0.8039,0.1286,0.0675,87,0.9694,0.0277,0.0029
https://www.nps.gov/band/planyourvisit/basicinfo.htm,199,0.9826,0.0138,0.0035,618,0.9745,0.0191,0.0064,686,0.995,0,0.005,0.15,0.7225,0.2412,0.0363,88,0.9763,0.0237,0
https://www.nps.gov/asis/planyourvisit/basicinfo.htm,192,0.9717,0.0199,0.0084,639,0.9627,0.022,0.0153,689,0.9714,0.0197,0.0089,0.14,0.7429,0.1649,0.0923,87,0.9818,0.0147,0.0035
https://www.nps.gov/oreg/planyourvisit/maps.htm,396,0.9321,0.0397,0.0282,1104,0.8998,0.0509,0.0494,1405,0.9157,0.0406,0.0437,0.04,0.988,0.0091,0.003,107,0.8955,0.0896,0.0149
https://www.nps.gov/deto/planyourvisit/basicinfo.htm,373,0.9216,0.0479,0.0305,921,0.9046,0.0532,0.0422,1103,0.9247,0.0415,0.0339,0.20,0.5538,0.3155,0.1307,88,0.9564,0.028,0.0156
https://www.nps.gov/state/ar/index.htm,241,0.9608,0.0211,0.0181,642,0.9675,0.0102,0.0223,689,0.9749,0.0097,0.0155,0.01,1,0,0,79,0.9347,0.038,0.0273
https://www.nps.gov/articles/000/common-garter-snake.htm,476,0.8768,0.0824,0.0408,1295,0.8524,0.0817,0.0659,1338,0.9148,0.0441,0.0411,0.08,0.9695,0.0251,0.0054,80,0.8837,0.0363,0.08
https://www.nps.gov/subjects/npscelebrates/hispanic-heritage-month.htm,244,0.9324,0.0352,0.0324,804,0.9507,0.016,0.0333,987,0.9565,0.0297,0.0139,0.00,0.9727,0.0161,0.0112,90,0.9143,0.0498,0.0359
https://www.nps.gov/flni/planyourvisit/maps.htm,149,0.978,0.0103,0.0118,456,0.971,0.0132,0.0158,574,0.9788,0.0058,0.0155,0.04,0.8912,0.0969,0.0119,100,0.9303,0.0575,0.0122
https://www.nps.gov/grba/planyourvisit/maps.htm,197,0.9658,0.0151,0.0191,592,0.9706,0.0095,0.0198,609,0.9834,0.005,0.0116,0.18,0.6719,0.2359,0.0922,95,0.9381,0.0509,0.0111
https://www.nps.gov/piro/planyourvisit/camping.htm,314,0.9526,0.0359,0.0115,795,0.9548,0.0263,0.0189,923,0.9684,0.0213,0.0103,0.17,0.6343,0.3202,0.0455,82,0.9579,0.0223,0.0198
https://www.nps.gov/seki/learn/nature/fire-restrictions.htm,232,0.9765,0.0162,0.0073,663,0.9718,0.0144,0.0138,694,0.9838,0.0067,0.0095,0.04,0.8547,0.1058,0.0396,73,0.9657,0.0287,0.0056
https://www.nps.gov/drto/planyourvisit/fees.htm,262,0.9681,0.0223,0.0095,723,0.9561,0.0271,0.0168,850,0.9666,0.0188,0.0146,0.19,0.6565,0.2358,0.1077,90,0.9731,0.0205,0.0064
https://www.nps.gov/mora/planyourvisit/permitsandreservations.htm,235,0.9896,0.0104,0,646,0.9732,0.0175,0.0093,734,0.9835,0.0079,0.0086,0.00,0.9912,0.0065,0.0023,82,0.983,0.0085,0.0085
https://www.nps.gov/grca/planyourvisit/guidedtours.htm,320,0.9623,0.0377,0,770,0.9638,0.0276,0.0086,1068,0.9674,0.0224,0.0102,0.13,0.7373,0.1907,0.072,105,0.9512,0.0439,0.0049
https://www.nps.gov/pore/planyourvisit/maps.htm,180,0.9771,0.0142,0.0087,585,0.9596,0.0279,0.0125,584,0.9792,0.0182,0.0026,0.13,0.7308,0.2118,0.0574,96,0.9383,0.0575,0.0042
https://www.nps.gov/glac/planyourvisit/first-come-first-served-campgrounds.htm,295,0.9584,0.0322,0.0095,812,0.9588,0.0285,0.0127,884,0.9747,0.013,0.0123,0.05,0.8076,0.1373,0.0551,95,0.9812,0.0188,0
https://www.nps.gov/acad/planyourvisit/schoodic.htm,388,0.9347,0.0477,0.0176,1050,0.9268,0.0455,0.0277,1214,0.9504,0.0296,0.0201,0.20,0.6047,0.2528,0.1425,79,0.9579,0.0246,0.0175
https://www.nps.gov/apco/index.htm,386,0.9436,0.0291,0.0273,882,0.9322,0.0425,0.0253,1300,0.9248,0.0473,0.0279,0.00,0.9874,0.0126,0,93,0.9679,0.029,0.003
https://www.nps.gov/articles/trumanatomicbomb.htm,739,0.8341,0.1295,0.0364,1776,0.8005,0.1471,0.0524,1832,0.8986,0.0689,0.0325,0.00,0.9799,0.0137,0.0064,73,0.9397,0.022,0.0383
https://www.nps.gov/seki/learn/nature/bigtrees.htm,480,0.8851,0.0939,0.0209,1293,0.8899,0.0786,0.0315,1560,0.9169,0.0495,0.0336,0.09,0.7717,0.1674,0.0609,86,0.9262,0.0535,0.0203
https://www.nps.gov/romo/planyourvisit/visitorcenters.htm,341,0.9266,0.056,0.0174,898,0.9355,0.0338,0.0306,1050,0.9547,0.0227,0.0226,0.22,0.4671,0.3643,0.1686,88,0.9628,0.0212,0.0159
https://www.nps.gov/yose/planyourvisit/mirrorlaketrail.htm,429,0.8636,0.0759,0.0606,1120,0.8703,0.0579,0.0717,1215,0.9073,0.0407,0.052,0.17,0.6534,0.2828,0.0638,62,0.9716,0.0091,0.0193
https://www.nps.gov/edis/index.htm,382,0.9216,0.0525,0.0258,896,0.9277,0.0439,0.0284,1157,0.936,0.0341,0.0299,0.00,0.9662,0.0338,0,96,0.9561,0.034,0.0099
https://www.nps.gov/crla/planyourvisit/weather.htm,248,0.9617,0.0317,0.0066,669,0.9545,0.0335,0.012,800,0.97,0.0192,0.0108,0.15,0.7237,0.2122,0.0641,95,0.9803,0.0177,0.002
https://www.nps.gov/neri/planyourvisit/conditions.htm,118,0.9885,0.0072,0.0042,420,0.9892,0.0047,0.0061,520,0.9931,0.0014,0.0055,0.00,0.9114,0.0662,0.0224,76,0.9914,0.0086,0
https://www.nps.gov/olym/learn/photosmultimedia/webcams.htm,163,0.971,0.02,0.009,436,0.9865,0.0066,0.0068,544,0.9854,0.0091,0.0055,0.01,0.8952,0.0987,0.0061,79,0.9761,0.0218,0.0022
https://www.nps.gov/perl/planyourvisit/calendar.htm,368,0.9774,0.0178,0.0047,696,0.9894,0.0061,0.0045,770,0.9913,0.0052,0.0034,0.01,0.8958,0.0649,0.0393,88,0.9815,0.0148,0.0037
https://www.nps.gov/aboutus/faqs.htm,192,0.9886,0.0059,0.0055,570,0.9832,0.0063,0.0105,691,0.9864,0.0105,0.0031,0.00,0.9967,0.0017,0.0017,75,0.9602,0.028,0.0118
https://www.nps.gov/ethnography/aah/aaheritage/histcontextsd.htm,453,0.8887,0.0811,0.0302,1138,0.8762,0.0824,0.0414,1178,0.936,0.0422,0.0218,0.00,0.9207,0.0594,0.0199,307,0.3267,0.5844,0.0889
https://www.nps.gov/whsa/planyourvisit/things2do.htm,352,0.9462,0.0299,0.0239,866,0.945,0.0335,0.0215,939,0.9777,0.0105,0.0118,0.17,0.5734,0.3973,0.0293,71,0.962,0.0202,0.0178
https://www.nps.gov/articles/000/boston-tea-party-in-real-time.htm,526,0.8692,0.1208,0.01,1499,0.8006,0.1156,0.0838,1603,0.8882,0.0853,0.0265,0.05,0.9665,0.0148,0.0187,,,,
https://www.nps.gov/flni/planyourvisit/fees.htm,306,0.9501,0.0328,0.0171,840,0.9407,0.0355,0.0237,1089,0.9546,0.0257,0.0198,0.04,0.8878,0.0829,0.0293,69,0.9725,0.0093,0.0181
https://www.nps.gov/yose/planyourvisit/hiking.htm,139,0.9831,0.0102,0.0067,407,0.9901,0.0045,0.0054,441,0.996,0.0013,0.0027,0.02,0.8749,0.1067,0.0184,55,0.993,0.0045,0.0025
https://www.nps.gov/vall/index.htm,473,0.9189,0.0672,0.0139,976,0.9456,0.0386,0.0158,1360,0.9437,0.0416,0.0147,0.10,0.7057,0.2605,0.0338,88,0.9549,0.039,0.0061
https://www.nps.gov/civilwar/search-prisoners.htm,227,0.9684,0.0184,0.0133,646,0.9676,0.0257,0.0067,813,0.9648,0.0289,0.0064,0.05,0.7867,0.077,0.1363,161,0.7979,0.1516,0.0505
https://www.nps.gov/piro/planyourvisit/basicinfo.htm,215,0.9734,0.0219,0.0047,846,0.9327,0.0397,0.0277,1163,0.9484,0.0285,0.0231,0.15,0.6764,0.2876,0.036,80,0.9493,0.0225,0.0283
https://www.nps.gov/jeca/planyourvisit/fees.htm,361,0.9219,0.0474,0.0307,827,0.9273,0.0394,0.0333,1001,0.9429,0.0303,0.0269,0.00,0.9984,0.0016,0,72,0.9797,0.0139,0.0064
https://www.nps.gov/yose/planyourvisit/hh.htm,399,0.9326,0.0448,0.0227,1128,0.9108,0.0667,0.0225,1232,0.9444,0.0352,0.0204,0.18,0.5199,0.4078,0.0723,79,0.9545,0.0375,0.008
https://www.nps.gov/gett/planyourvisit/maps.htm,246,0.9482,0.0237,0.0282,661,0.9608,0.017,0.0222,744,0.9561,0.0217,0.0223,0.18,0.6442,0.3038,0.0519,94,0.913,0.0761,0.0109
https://www.nps.gov/state/sd/index.htm,390,0.9541,0.0335,0.0124,769,0.976,0.0118,0.0122,801,0.9906,0.0031,0.0062,0.01,1,0,0,69,0.9756,0.0091,0.0152
https://www.nps.gov/grca/planyourvisit/havasupai.htm,353,0.9631,0.0311,0.0059,894,0.9556,0.0391,0.0052,1141,0.9627,0.0321,0.0052,0.20,0.5607,0.3161,0.1232,112,0.9576,0.0304,0.012
https://www.nps.gov/muwo/planyourvisit/reservations.htm,354,0.9362,0.0443,0.0195,822,0.9496,0.0229,0.0275,1004,0.9674,0.0105,0.0221,0.10,0.7431,0.2351,0.0217,112,0.9554,0.0334,0.0111
https://www.nps.gov/noca/planyourvisit/day-hiking.htm,196,0.9606,0.0274,0.012,443,0.9847,0.0019,0.0134,476,0.9875,0.0083,0.0042,0.02,0.8324,0.1466,0.021,58,0.9562,0.0373,0.0065
https://www.nps.gov/brca/planyourvisit/calendar.htm,300,0.8998,0.0655,0.0347,739,0.9083,0.0479,0.0438,882,0.9427,0.0332,0.024,0.13,0.7179,0.1978,0.0843,95,0.9572,0.0402,0.0026
https://www.nps.gov/bisc/planyourvisit/guidedtours.htm,156,0.9759,0.021,0.0031,428,0.9818,0.0138,0.0044,483,0.9916,0.0059,0.0025,0.00,0.9957,0.0022,0.0022,105,0.9856,0.0112,0.0032
https://www.nps.gov/state/me/index.htm,214,0.9502,0.0372,0.0126,602,0.9554,0.0191,0.0255,651,0.9715,0.0127,0.0158,0.01,1,0,0,75,0.9471,0.0529,0
https://www.nps.gov/eise/world-war-ii-weekend.htm,403,0.8949,0.072,0.0332,980,0.9011,0.0624,0.0365,1382,0.9163,0.0589,0.0248,0.10,0.7529,0.1595,0.0876,71,0.9541,0.0271,0.0188
https://www.nps.gov/lavo/planyourvisit/camping-in-campgrounds.htm,219,0.9697,0.0065,0.0238,595,0.9702,0.0095,0.0203,707,0.9637,0.0129,0.0234,0.03,0.8903,0.0819,0.0277,78,0.9722,0.0218,0.0061
https://www.nps.gov/hale/planyourvisit/basicinfo.htm,252,0.9807,0.0132,0.0061,664,0.9752,0.0162,0.0086,749,0.9897,0.0075,0.0028,0.03,0.8384,0.1386,0.0229,87,0.9733,0.0118,0.0149
https://www.nps.gov/drto/planyourvisit/camping.htm,231,0.974,0.0228,0.0032,669,0.9801,0.011,0.0089,827,0.9862,0.0091,0.0046,0.14,0.7096,0.2324,0.058,96,0.966,0.0277,0.0063
https://www.nps.gov/care/planyourvisit/conditions.htm,168,0.9709,0.0155,0.0136,617,0.9641,0.0236,0.0123,652,0.9812,0.0088,0.01,0.00,0.8732,0.0503,0.0765,78,0.9701,0.023,0.0068
https://www.nps.gov/wotr/index.htm,458,0.9022,0.072,0.0258,927,0.9345,0.0411,0.0244,1346,0.93,0.0473,0.0226,0.00,0.9973,0.0014,0.0014,111,0.9576,0.029,0.0134
https://www.nps.gov/lecl/planyourvisit/maps.htm,276,0.9682,0.0182,0.0136,902,0.9384,0.0122,0.0493,1095,0.9392,0.0259,0.0349,0.09,0.8969,0.0644,0.0387,286,0.6285,0.2322,0.1393
https://www.nps.gov/thje/index.htm,450,0.9273,0.0562,0.0165,1125,0.928,0.0543,0.0177,1526,0.9237,0.0503,0.0261,0.00,1,0,0,99,0.9434,0.0566,0
https://www.nps.gov/yose/planyourvisit/fall.htm,257,0.9754,0.0206,0.004,710,0.9721,0.0257,0.0022,761,0.9932,0.0068,0,0.17,0.6092,0.2948,0.096,63,0.9754,0.0163,0.0083
https://www.nps.gov/perl/planyourvisit/safety.htm,554,0.8992,0.0795,0.0213,1191,0.9278,0.0545,0.0177,1454,0.9557,0.0294,0.0149,0.03,0.9924,0.0076,0,78,0.9602,0.0261,0.0136
https://www.nps.gov/hale/planyourvisit/hiking.htm,297,0.9646,0.0261,0.0093,864,0.9645,0.021,0.0145,905,0.983,0.0098,0.0073,0.00,0.9916,0.0056,0.0028,57,0.9639,0.0124,0.0237
https://www.nps.gov/yose/planyourvisit/winter.htm,267,0.9681,0.0145,0.0174,777,0.9631,0.0268,0.0101,844,0.9772,0.0181,0.0047,0.18,0.573,0.3498,0.0772,63,0.9788,0.0145,0.0067
https://www.nps.gov/manz/index.htm,556,0.8645,0.0974,0.0381,1151,0.8977,0.0532,0.0491,1594,0.8804,0.0715,0.0481,0.00,0.9918,0.0061,0.002,100,0.9514,0.0333,0.0152
https://www.nps.gov/cany/planyourvisit/whiterimroad.htm,410,0.9339,0.0506,0.0155,848,0.9441,0.0405,0.0154,1198,0.949,0.0317,0.0193,0.22,0.4271,0.4333,0.1396,84,0.9486,0.0488,0.0026
https://www.nps.gov/grca/planyourvisit/village-blue-route.htm,543,0.8292,0.086,0.0848,1233,0.8332,0.0881,0.0787,1289,0.8793,0.0642,0.0565,0.17,0.675,0.2528,0.0722,73,0.9647,0.0273,0.008
https://www.nps.gov/thingstodo/hike-precipice-loop.htm,366,0.9319,0.0466,0.0214,1068,0.9278,0.0417,0.0304,1086,0.9604,0.0243,0.0153,0.03,0.9948,0.0052,0,72,0.9813,0,0.0187
https://www.nps.gov/hafe/planyourvisit/things2do.htm,283,0.9618,0.0239,0.0142,755,0.9537,0.0294,0.0169,830,0.9733,0.0138,0.0129,0.03,0.9411,0.0477,0.0112,69,0.9755,0.012,0.0126
https://www.nps.gov/goga/index.htm,350,0.9661,0.0262,0.0076,845,0.9704,0.0242,0.0054,1178,0.9731,0.0194,0.0075,0.11,0.6904,0.2868,0.0228,96,0.9624,0.0269,0.0107
